id,x,y,name,type,floor
custom_1758020878737,2441.2646484375,801.8875732421875,ห้อง 2105,room,1
custom_1758020970885,2441.2646484375,1048.7664794921875,ห้อง 2106,room,1
custom_1758021067599,2094.384033203125,739.3865966796875,ห้องวารสารต่างประเทศ,room,1
custom_1758021082517,2091.259033203125,923.7644653320312,ห้อง2104,room,1
custom_1758021093147,1806.879638671875,798.7625122070312,ห้องสมุด,room,1
custom_1758021143562,1566.2508544921875,933.1396484375,ห้อง 2103,room,1
custom_1758021168809,1563.1258544921875,798.7625122070312,ห้อง 2102,room,1
custom_1758021204556,1366.2476806640625,1011.265869140625,ศูนย์เรียนรู้,room,1
custom_1758021247540,2041.25830078125,1248.76953125,ห้องน้ำหญิง,room,1
custom_1758021270434,1678.752685546875,1251.8946533203125,ห้องน้ำชาย,room,1
custom_1758021314442,1572.5009765625,1255.0196533203125,ลิฟท์,elevator,1
custom_1758021352420,2285.01220703125,717.51123046875,บันได(ขวา),stairs,1
custom_1758021373835,1481.87451171875,680.0106811523438,บันได(ซ้าย),room,1
custom_1758021393265,2128.759765625,1248.76953125,บันไดโรงรถ,stairs,1
custom_1758028286789,2303.762451171875,798.7625122070312,01,door,1
custom_1758028296582,2303.762451171875,923.7644653320312,02,door,1
custom_1758028306341,2381.888671875,1117.517578125,03,door,1
custom_1758028317418,2028.7581787109375,989.3905029296875,04,door,1
custom_1758028324194,2031.8831787109375,858.138427734375,05,door,1
custom_1758028334497,2106.88427734375,1211.26904296875,06,door,1
custom_1758028344356,2072.5087890625,1211.26904296875,07,door,1
custom_1758028354458,1647.5020751953125,1211.26904296875,08,door,1
custom_1758028365672,1963.132080078125,801.8875732421875,09,door,1
custom_1758028388892,1806.879638671875,989.3905029296875,10,door,1
custom_1758028397843,1625.6268310546875,873.763671875,11,room,1
custom_1758028406394,1597.5013427734375,858.138427734375,12,room,1
custom_1758028421264,1569.3758544921875,1205.0189208984375,13,door,1
custom_1758028436379,1459.9991455078125,1208.1439208984375,14,door,1
custom_1758028445899,1419.37353515625,889.388916015625,15,door,1
custom_1758028454883,1309.996826171875,1117.517578125,16,door,1
custom_1758028477278,1503.7498779296875,708.1361083984375,17,door,1
custom_1758028493306,2260.01171875,1208.1439208984375,18,door,1
